stock_code,selling_months,first_month,last_month,span_months,units
22193,20,2009-12,2011-12,25,1910
22194,21,2009-12,2011-08,21,373
22195,25,2009-12,2011-12,25,5127
22196,25,2009-12,2011-12,25,6586
22197,25,2009-12,2011-12,25,88499
22198,15,2009-12,2011-02,15,7331
22199,25,2009-12,2011-12,25,1827
22200,25,2009-12,2011-12,25,1296
22201,25,2009-12,2011-12,25,509
22202,17,2009-12,2011-05,18,1074
22203,25,2009-12,2011-12,25,1402
22204,25,2009-12,2011-12,25,537
22206,8,2010-06,2011-11,18,14
22207,25,2009-12,2011-12,25,3103
22208,25,2009-12,2011-12,25,2366
22209,25,2009-12,2011-12,25,1415
22210,25,2009-12,2011-12,25,1586
22211,25,2009-12,2011-12,25,1531
22212,25,2009-12,2011-12,25,4024
22214,25,2009-12,2011-12,25,549
22215,25,2009-12,2011-12,25,1085
22216,25,2009-12,2011-12,25,1396
22217,25,2009-12,2011-12,25,2374
22218,13,2009-12,2010-12,13,1232
22219,25,2009-12,2011-12,25,9771
22220,24,2009-12,2011-12,25,745
22221,25,2009-12,2011-12,25,905
22222,25,2009-12,2011-12,25,1489
22223,25,2009-12,2011-12,25,726
22224,25,2009-12,2011-12,25,2373
22227,25,2009-12,2011-12,25,6021
22228,24,2009-12,2011-12,25,1727
22229,21,2009-12,2011-12,25,1007
22230,25,2009-12,2011-12,25,1657
22231,25,2009-12,2011-12,25,2135
22232,25,2009-12,2011-12,25,1109
22233,24,2009-12,2011-12,25,949
22236,24,2009-12,2011-11,24,1127
22241,24,2009-12,2011-11,24,4349
22242,15,2009-12,2011-02,15,4756
22243,22,2009-12,2011-11,24,7678
22244,21,2009-12,2011-09,22,4760
22245,21,2009-12,2011-09,22,4633
22246,24,2009-12,2011-11,24,1081
22247,17,2009-12,2011-11,24,1184
22248,23,2009-12,2011-12,25,1013
22249,21,2009-12,2011-12,25,1636
22250,25,2009-12,2011-12,25,1521
22251,25,2009-12,2011-12,25,1871
22252,25,2009-12,2011-12,25,956
22253,5,2009-12,2010-04,5,964
22254,25,2009-12,2011-12,25,1398
22255,25,2009-12,2011-12,25,1185
22256,15,2009-12,2011-09,22,933
22257,11,2010-01,2011-10,22,419
22258,14,2009-12,2011-11,24,1342
22259,12,2010-01,2011-04,16,590
22260,25,2009-12,2011-12,25,1557
22261,23,2009-12,2011-12,25,2105
22262,25,2009-12,2011-12,25,2026
22263,23,2009-12,2011-12,25,836
22264,21,2009-12,2011-12,25,2014
22265,22,2009-12,2011-11,24,1843
22266,19,2009-12,2011-12,25,2542
22267,16,2009-12,2011-12,25,1472
22268,22,2009-12,2011-11,24,2554
22269,25,2009-12,2011-12,25,1521
22270,20,2009-12,2011-11,24,685
22271,24,2009-12,2011-11,24,4866
22272,18,2009-12,2011-05,18,1371
22273,25,2009-12,2011-12,25,7355
22274,25,2009-12,2011-12,25,3773
22275,13,2009-12,2010-12,13,946
22276,25,2009-12,2011-12,25,1889
22277,25,2009-12,2011-12,25,1400
22278,25,2009-12,2011-12,25,1016
22279,25,2009-12,2011-12,25,1440
22280,25,2009-12,2011-12,25,877
22281,16,2009-12,2011-12,25,511
22282,25,2009-12,2011-12,25,561
22283,25,2009-12,2011-12,25,1032
22284,25,2009-12,2011-12,25,2465
22285,25,2009-12,2011-12,25,2705
22286,19,2009-12,2011-12,25,1937
22287,18,2009-12,2011-12,25,1340
22288,20,2009-12,2011-12,25,1310
22289,20,2009-12,2011-11,24,764
22290,4,2009-12,2010-03,4,670
22291,23,2009-12,2011-11,24,3193
22292,24,2009-12,2011-11,24,2779
22293,22,2009-12,2011-11,24,2034
22294,25,2009-12,2011-12,25,16671
22295,23,2009-12,2011-12,25,8411
22296,24,2009-12,2011-12,25,9719
22297,25,2009-12,2011-12,25,13715
22299,25,2009-12,2011-12,25,3912
22300,25,2009-12,2011-12,25,4116
22301,25,2009-12,2011-12,25,5009
22302,24,2009-12,2011-12,25,4926
22303,25,2009-12,2011-12,25,5439
22304,24,2009-12,2011-12,25,2380
22305,25,2009-12,2011-12,25,2267
22306,15,2009-12,2011-12,25,1621
22307,14,2009-12,2011-12,25,1199
22308,25,2009-12,2011-12,25,677
22309,24,2009-12,2011-12,25,1331
22310,24,2009-12,2011-12,25,1739
22311,25,2009-12,2011-12,25,2116
22312,25,2009-12,2011-12,25,1233
22313,24,2009-12,2011-12,25,985
22314,25,2009-12,2011-12,25,1110
22315,25,2009-12,2011-12,25,2136
22316,25,2009-12,2011-12,25,1257
22317,24,2009-12,2011-11,24,587
22318,25,2009-12,2011-12,25,1583
22319,25,2009-12,2011-12,25,2987
22320,25,2009-12,2011-12,25,598
22321,25,2009-12,2011-12,25,2528
22322,24,2009-12,2011-11,24,1617
22323,13,2009-12,2011-01,14,635
22324,25,2009-12,2011-12,25,664
22325,24,2009-12,2011-11,24,699
22326,24,2010-01,2011-12,24,15446
22327,24,2010-01,2011-12,24,3065
22328,24,2010-01,2011-12,24,12959
22329,24,2010-01,2011-12,24,5159
22330,3,2009-12,2010-02,3,128
22331,25,2009-12,2011-12,25,3660
22332,25,2009-12,2011-12,25,4158
22333,25,2009-12,2011-12,25,10030
22334,25,2009-12,2011-12,25,2230
22335,25,2009-12,2011-12,25,8666
22336,22,2009-12,2011-10,23,4661
22337,13,2009-12,2011-12,25,2473
22338,19,2009-12,2011-12,25,6087
22339,16,2009-12,2011-11,24,3521
22340,16,2009-12,2011-12,25,1799
22341,25,2009-12,2011-12,25,3467
22342,25,2009-12,2011-12,25,1817
22343,25,2009-12,2011-12,25,3297
22344,24,2009-12,2011-12,25,1580
22345,25,2009-12,2011-12,25,1466
22346,22,2009-12,2011-12,25,1300
22347,9,2009-12,2010-08,9,2716
22348,25,2009-12,2011-12,25,12453
22349,25,2009-12,2011-12,25,2571
22350,25,2009-12,2011-12,25,2840
22351,3,2010-08,2011-06,11,15
22352,25,2009-12,2011-12,25,7090
22353,16,2009-12,2011-05,18,3039
22354,25,2009-12,2011-12,25,2228
22355,25,2009-12,2011-12,25,31956
22356,25,2009-12,2011-12,25,20015
22357,24,2010-01,2011-12,24,2073
22358,24,2010-01,2011-12,24,2651
22359,22,2010-03,2011-12,22,1278
22360,23,2009-12,2011-12,25,2503
22361,22,2010-03,2011-12,22,1845
22362,22,2010-03,2011-12,22,747
22363,22,2010-03,2011-12,22,781
22364,22,2010-03,2011-12,22,2054
22365,24,2010-01,2011-12,24,2329
22366,24,2010-01,2011-12,24,2540
22367,24,2010-01,2011-12,24,8059
22371,23,2010-02,2011-12,23,1828
22372,23,2010-02,2011-12,23,604
22374,23,2010-02,2011-12,23,1023
22375,23,2010-02,2011-12,23,590
22376,23,2010-02,2011-12,23,529
22377,24,2010-01,2011-12,24,3618
22378,24,2010-01,2011-12,24,3749
22379,24,2010-01,2011-12,24,15765
22380,24,2010-01,2011-12,24,4964
22381,24,2010-01,2011-12,24,9265
22382,24,2010-01,2011-12,24,20248
22383,24,2010-01,2011-12,24,25058
22384,24,2010-01,2011-12,24,20783
22385,24,2010-01,2011-12,24,17057
22386,24,2010-01,2011-12,24,39437
22389,20,2010-03,2011-12,22,647
22390,22,2010-03,2011-12,22,813
22391,20,2010-03,2011-12,22,323
22393,22,2010-03,2011-12,22,834
22394,19,2010-04,2011-12,21,346
22395,19,2010-04,2011-12,21,234
22396,22,2010-03,2011-12,22,1895
22398,22,2010-03,2011-12,22,4239
22399,22,2010-03,2011-12,22,4040
22400,22,2010-03,2011-12,22,2450
22402,22,2010-03,2011-12,22,3431
22403,22,2010-03,2011-12,22,1715
22405,22,2010-03,2011-12,22,1642
22406,22,2010-03,2011-12,22,2487
22407,19,2010-03,2011-12,22,438
22408,20,2010-03,2011-12,22,650
22409,22,2010-03,2011-12,22,1686
22410,22,2010-03,2011-12,22,1363
22411,24,2010-01,2011-12,24,27281
22412,23,2010-01,2011-11,23,2401
22413,24,2010-01,2011-12,24,6976
22414,24,2010-01,2011-12,24,1187
22415,14,2009-12,2011-01,14,317
22416,23,2010-02,2011-12,23,1970
22417,24,2010-01,2011-12,24,21451
22418,20,2010-05,2011-12,20,12314
22419,20,2010-05,2011-12,20,6847
22420,20,2010-05,2011-12,20,2111
22421,20,2010-05,2011-12,20,4721
22422,20,2010-05,2011-12,20,2743
22423,22,2010-03,2011-12,22,26478
22424,20,2010-05,2011-12,20,1529
22425,20,2010-05,2011-12,20,854
22426,21,2010-04,2011-12,21,1333
22427,19,2010-05,2011-11,19,3210
22428,21,2010-04,2011-12,21,459
22429,21,2010-03,2011-12,22,2280
22430,20,2010-05,2011-12,20,1397
22431,23,2010-02,2011-12,23,3365
22432,23,2010-02,2011-12,23,3532
22433,23,2010-02,2011-12,23,2778
22434,21,2010-04,2011-12,21,2547
22435,21,2010-04,2011-12,21,4915
22436,21,2010-04,2011-12,21,4215
22437,21,2010-04,2011-12,21,6514
22438,21,2010-04,2011-12,21,1459
22439,21,2010-04,2011-12,21,3891
22440,21,2010-04,2011-12,21,8523
22441,22,2010-03,2011-12,22,2644
22442,20,2010-03,2011-12,22,866
22443,18,2010-03,2011-08,18,683
22444,15,2010-03,2011-05,15,10132
22445,22,2010-03,2011-12,22,1287
22446,21,2010-03,2011-12,22,618
22447,21,2010-03,2011-12,22,248
22448,22,2010-03,2011-12,22,753
22449,21,2010-03,2011-11,21,1323
22450,19,2010-03,2011-11,21,834
22451,15,2010-03,2011-05,15,1339
22452,22,2010-03,2011-12,22,1271
22453,22,2010-03,2011-12,22,801
22454,20,2010-03,2011-11,21,1405
22456,22,2010-03,2011-12,22,4416
22457,22,2010-03,2011-12,22,15373
22458,14,2010-03,2011-04,14,1523
22459,14,2010-03,2011-04,14,1378
22460,22,2010-03,2011-12,22,4771
22461,18,2010-03,2011-08,18,410
22464,22,2010-03,2011-12,22,7847
22465,22,2010-03,2011-12,22,4517
22466,22,2010-03,2011-12,22,5312
22467,21,2010-03,2011-12,22,11868
22468,22,2010-03,2011-12,22,1736
22469,21,2010-04,2011-12,21,27908
22470,21,2010-04,2011-12,21,17773
22471,20,2010-03,2011-12,22,627
22472,22,2010-03,2011-12,22,1099
22473,22,2010-03,2011-12,22,811
22474,22,2010-03,2011-12,22,972
22475,22,2010-03,2011-12,22,769
22476,22,2010-03,2011-12,22,1332
22477,22,2010-03,2011-12,22,2414
22478,22,2010-03,2011-12,22,2772
22479,22,2010-03,2011-12,22,1939
22480,18,2010-03,2011-08,18,2368
22481,22,2010-03,2011-12,22,1272
22482,17,2010-03,2011-07,17,2319
22483,22,2010-03,2011-12,22,1877
22485,22,2010-03,2011-12,22,1101
22486,13,2010-03,2011-12,22,104
22487,22,2010-03,2011-12,22,1632
22488,22,2010-03,2011-12,22,6905
22489,21,2010-03,2011-12,22,17916
22491,20,2010-05,2011-12,20,7423
22492,20,2010-05,2011-12,20,43546
22493,20,2010-05,2011-12,20,4738
22494,24,2010-01,2011-12,24,2765
22495,24,2010-01,2011-12,24,940
22496,24,2010-01,2011-12,24,731
22497,24,2010-01,2011-12,24,929
22498,23,2010-02,2011-12,23,1135
22499,23,2010-02,2011-12,23,3584
22500,24,2010-01,2011-12,24,580
22501,19,2010-05,2011-11,19,2612
22502,17,2010-05,2011-09,17,3766
22503,17,2010-04,2011-11,20,141
22504,18,2010-05,2011-12,20,366
22505,22,2010-03,2011-12,22,3773
22507,22,2010-03,2011-12,22,5455
22508,22,2010-03,2011-12,22,2880
22509,22,2010-03,2011-12,22,387
22510,19,2010-03,2011-12,22,316
22511,18,2010-03,2011-12,22,397
22512,18,2010-03,2011-12,22,384
22513,21,2010-03,2011-12,22,585
22514,22,2010-03,2011-12,22,1082
22515,22,2010-03,2011-12,22,1046
22516,20,2010-03,2011-12,22,839
22517,22,2010-03,2011-12,22,806
22518,15,2010-03,2011-05,15,1398
22519,16,2010-03,2011-06,16,1425
22520,15,2010-03,2011-05,15,2294
22521,15,2010-03,2011-05,15,2288
22522,22,2010-03,2011-12,22,2239
22523,22,2010-03,2011-12,22,2183
22524,15,2010-03,2011-05,15,1925
22525,14,2010-03,2011-04,14,1946
22526,22,2010-03,2011-12,22,544
22528,10,2010-03,2010-12,10,5824
22529,22,2010-03,2011-12,22,2437
22530,22,2010-03,2011-12,22,10065
22531,22,2010-03,2011-12,22,8136
22532,22,2010-03,2011-12,22,2862
22533,22,2010-03,2011-12,22,4519
22534,22,2010-03,2011-12,22,12891
22535,22,2010-03,2011-12,22,4454
22536,22,2010-03,2011-12,22,9091
22537,22,2010-03,2011-12,22,5861
22538,21,2010-03,2011-12,22,1443
22539,22,2010-03,2011-12,22,5654
22540,22,2010-03,2011-12,22,6162
22541,21,2010-03,2011-12,22,1245
22543,21,2010-03,2011-12,22,3247
22544,22,2010-03,2011-12,22,9382
22545,22,2010-03,2011-12,22,3451
22546,22,2010-03,2011-12,22,4375
22547,22,2010-03,2011-12,22,1980
22548,21,2010-03,2011-11,21,3526
22549,22,2010-03,2011-12,22,6521
22550,22,2010-03,2011-12,22,2058
22551,22,2010-03,2011-12,22,15441
22553,22,2010-03,2011-12,22,7794
22554,22,2010-03,2011-12,22,13588
22555,22,2010-03,2011-12,22,11549
22556,22,2010-03,2011-12,22,13585
22557,22,2010-03,2011-12,22,10369
22558,19,2010-04,2011-12,21,13809
22559,22,2010-03,2011-12,22,1583
22560,22,2010-03,2011-12,22,14836
22561,22,2010-03,2011-12,22,11642
22562,22,2010-03,2011-12,22,3978
22563,22,2010-03,2011-12,22,5942
22564,22,2010-03,2011-12,22,4570
22565,22,2010-03,2011-12,22,2086
22566,22,2010-03,2011-12,22,2836
22567,21,2010-03,2011-12,22,5561
22568,22,2010-03,2011-12,22,5479
22569,20,2010-03,2011-10,20,5521
22570,21,2010-03,2011-11,21,5631
22571,14,2010-07,2011-12,18,5780
22572,14,2010-07,2011-11,17,3439
22573,15,2010-07,2011-12,18,4907
22574,17,2010-07,2011-12,18,5074
22575,13,2010-07,2011-12,18,3113
22576,15,2010-07,2011-12,18,3132
22577,18,2010-07,2011-12,18,14023
22578,13,2010-07,2011-12,18,13302
22579,13,2010-07,2011-11,17,7152
22580,15,2010-07,2011-12,18,2322
22581,13,2010-07,2011-12,18,3565
22582,22,2010-03,2011-12,22,2522
22583,22,2010-03,2011-12,22,1873
22584,22,2010-03,2011-12,22,5222
22585,22,2010-03,2011-12,22,17557
22586,22,2010-03,2011-12,22,2087
22587,22,2010-03,2011-12,22,2112
22588,15,2010-07,2011-12,18,2849
22589,13,2010-07,2011-12,18,1317
22591,13,2010-07,2011-12,18,1347
22592,13,2010-07,2011-12,18,1980
22593,16,2010-07,2011-12,18,5420
22594,16,2010-07,2011-12,18,4791
22595,18,2010-07,2011-12,18,12535
22596,12,2010-07,2011-12,18,6331
22597,18,2010-07,2011-12,18,4613
22598,12,2010-07,2011-12,18,1790
22599,12,2010-07,2011-12,18,3119
22600,15,2010-07,2011-12,18,4860
22601,16,2010-07,2011-12,18,5250
22602,18,2010-07,2011-12,18,6383
22603,14,2010-07,2011-12,18,4143
22604,18,2010-07,2011-12,18,2017
22605,21,2010-04,2011-12,21,1827
22606,21,2010-04,2011-12,21,1069
22607,19,2010-04,2011-12,21,2533
22608,22,2010-02,2011-12,23,5735
22609,22,2010-02,2011-12,23,7087
22610,23,2010-02,2011-12,23,12680
22611,18,2010-03,2011-11,21,907
22612,7,2010-03,2010-09,7,1001
22613,20,2010-05,2011-12,20,3051
22614,20,2010-05,2011-12,20,5726
22615,20,2010-05,2011-12,20,3718
22616,20,2010-05,2011-12,20,39147
22617,22,2010-03,2011-12,22,4251
22618,14,2010-03,2011-05,15,718
22619,20,2010-05,2011-12,20,4008
22620,20,2010-05,2011-12,20,8181
22621,20,2010-05,2011-12,20,8726
22622,20,2010-05,2011-12,20,2945
22623,20,2010-05,2011-12,20,2312
22624,20,2010-05,2011-12,20,3152
22625,20,2010-05,2011-12,20,2627
22626,21,2010-04,2011-12,21,837
22627,20,2010-05,2011-12,20,1600
22628,18,2010-07,2011-12,18,1744
22629,18,2010-07,2011-12,18,20807
22630,18,2010-07,2011-12,18,18058
22631,19,2010-03,2011-12,22,6272
22632,11,2010-09,2011-12,16,10290
22633,12,2010-10,2011-12,15,8541
22634,20,2010-05,2011-12,20,1688
22635,20,2010-05,2011-12,20,1660
22636,20,2010-05,2011-12,20,1618
22637,19,2010-05,2011-11,19,4478
22638,16,2010-07,2011-12,18,405
22639,18,2010-07,2011-12,18,1651
22640,19,2010-06,2011-12,19,357
22641,17,2010-07,2011-12,18,300
22642,15,2010-07,2011-12,18,989
22643,17,2010-07,2011-12,18,464
22644,20,2010-05,2011-12,20,4857
22645,20,2010-05,2011-12,20,5560
22646,20,2010-05,2011-12,20,8913
22647,18,2010-05,2011-12,20,1058
22649,20,2010-05,2011-12,20,2302
22650,20,2010-05,2011-12,20,1786
22651,18,2010-07,2011-12,18,3175
22652,17,2010-07,2011-11,17,9910
22653,18,2010-07,2011-12,18,3031
22654,18,2010-07,2011-12,18,2534
22655,16,2010-07,2011-11,17,76
22656,13,2010-07,2011-10,16,45
22657,3,2010-01,2010-03,3,59
22659,19,2010-03,2011-12,22,15942
22660,19,2010-06,2011-12,19,881
22661,18,2010-07,2011-12,18,8199
22662,18,2010-07,2011-12,18,9951
22663,18,2010-07,2011-12,18,5764
22664,18,2010-07,2011-12,18,1429
22665,17,2010-07,2011-11,17,2955
22666,18,2010-07,2011-12,18,10706
22667,17,2010-07,2011-12,18,4845
22668,18,2010-07,2011-12,18,3587
22669,18,2010-07,2011-12,18,2386
22670,17,2010-08,2011-12,17,4432
22671,17,2010-08,2011-12,17,1688
22672,17,2010-08,2011-12,17,2850
22673,17,2010-08,2011-12,17,1320
22674,17,2010-08,2011-12,17,2377
22675,17,2010-08,2011-12,17,2227
22676,17,2010-08,2011-12,17,1830
22677,17,2010-08,2011-12,17,1583
22678,17,2010-08,2011-12,17,1400
22679,17,2010-08,2011-12,17,1263
22680,17,2010-08,2011-12,17,1356
22681,17,2010-08,2011-12,17,1167
22682,17,2010-08,2011-12,17,1166
22683,17,2010-08,2011-12,17,1131
22684,17,2010-08,2011-12,17,1012
22685,17,2010-08,2011-12,17,1082
22686,17,2010-08,2011-12,17,1406
22687,13,2010-06,2011-12,19,895
22688,13,2010-06,2011-12,19,865
22689,15,2010-06,2011-11,18,1092
22690,19,2010-06,2011-12,19,2530
22691,18,2010-06,2011-12,19,758
22692,19,2010-06,2011-12,19,2135
22693,17,2010-08,2011-12,17,17875
22694,18,2010-07,2011-12,18,4893
22695,17,2010-07,2011-12,18,1457
22696,18,2010-07,2011-12,18,1415
22697,17,2010-08,2011-12,17,9795
22698,16,2010-08,2011-12,17,8193
22699,17,2010-08,2011-12,17,13070
22700,15,2010-07,2011-10,16,1384
22701,19,2010-06,2011-12,19,675
22702,19,2010-06,2011-12,19,1589
22703,19,2010-06,2011-12,19,513
22704,20,2010-05,2011-12,20,8678
22705,20,2010-05,2011-12,20,3733
22706,19,2010-06,2011-12,19,4222
22707,20,2010-05,2011-12,20,2157
22708,19,2010-06,2011-12,19,5325
22709,17,2010-06,2011-12,19,2799
22710,20,2010-05,2011-12,20,7184
22711,20,2010-05,2011-12,20,5377
22712,19,2010-05,2011-12,20,7295
22713,20,2010-05,2011-12,20,6084
22714,20,2010-05,2011-12,20,5277
22715,18,2010-06,2011-11,18,2717
22716,19,2010-06,2011-12,19,5218
22717,19,2010-06,2011-12,19,2405
22718,19,2010-06,2011-12,19,2605
22719,14,2010-04,2011-05,14,1467
22720,13,2010-12,2011-12,13,7483
22721,13,2010-12,2011-12,13,1020
22722,13,2010-11,2011-12,14,5972
22723,13,2010-12,2011-12,13,1164
22725,16,2010-09,2011-12,16,2518
22726,16,2010-09,2011-12,16,7671
22727,16,2010-09,2011-12,16,9234
22728,16,2010-09,2011-12,16,6215
22729,16,2010-09,2011-12,16,2999
22730,16,2010-09,2011-12,16,3702
22731,11,2010-09,2011-12,16,2958
22732,14,2010-09,2011-12,16,3773
22733,13,2010-09,2011-12,16,3441
22734,13,2010-09,2011-12,16,9772
22735,11,2010-09,2011-12,16,1434
22736,15,2010-09,2011-12,16,2527
22737,16,2010-09,2011-12,16,3266
22738,14,2010-09,2011-12,16,4447
22739,16,2010-09,2011-12,16,4021
22740,12,2010-09,2011-09,13,13345
22741,16,2010-09,2011-12,16,10652
22742,17,2010-08,2011-12,17,1002
22743,17,2010-08,2011-12,17,1502
22744,17,2010-08,2011-12,17,1515
22745,16,2010-09,2011-12,16,3976
22746,16,2010-09,2011-12,16,2910
22747,16,2010-09,2011-12,16,2035
22748,16,2010-09,2011-12,16,4142
22749,16,2010-09,2011-12,16,3759
22750,16,2010-09,2011-12,16,3125
22751,16,2010-09,2011-12,16,2264
22752,17,2010-08,2011-12,17,3459
22753,17,2010-08,2011-12,17,2332
22754,17,2010-08,2011-12,17,3924
22755,17,2010-08,2011-12,17,3776
22756,17,2010-08,2011-12,17,1204
22757,17,2010-08,2011-12,17,2696
22758,17,2010-08,2011-12,17,2437
22759,16,2010-08,2011-11,16,9380
22760,12,2010-10,2011-09,12,356
22761,14,2010-10,2011-12,15,48
22762,15,2010-10,2011-12,15,204
22763,15,2010-10,2011-12,15,662
22764,4,2010-10,2011-03,6,183
22765,3,2010-10,2010-12,3,311
22766,15,2010-10,2011-12,15,4367
22767,15,2010-10,2011-12,15,1004
22768,15,2010-10,2011-12,15,1158
22769,4,2010-10,2011-01,4,174
22770,15,2010-10,2011-12,15,112
22771,15,2010-10,2011-12,15,7489
22772,15,2010-10,2011-12,15,4377
22773,15,2010-10,2011-12,15,2392
22774,15,2010-10,2011-12,15,2791
22775,15,2010-10,2011-12,15,3633
22776,15,2010-10,2011-12,15,1708
22777,8,2010-10,2011-07,10,455
22778,14,2010-10,2011-11,14,972
22779,15,2010-10,2011-12,15,1735
22780,15,2010-10,2011-12,15,1623
22781,15,2010-10,2011-12,15,867
22782,15,2010-10,2011-12,15,254
22783,8,2010-10,2011-06,9,482
22784,15,2010-10,2011-12,15,1551
22785,14,2010-10,2011-12,15,412
22786,13,2010-10,2011-12,15,248
22788,9,2010-10,2011-06,9,476
22789,15,2010-10,2011-12,15,1238
22790,1,2010-10,2010-10,1,200
22791,14,2010-10,2011-12,15,9458
22792,15,2010-10,2011-12,15,3489
22794,15,2010-10,2011-12,15,389
22795,13,2010-10,2011-12,15,1597
22796,15,2010-10,2011-12,15,806
22797,15,2010-10,2011-12,15,242
22798,15,2010-10,2011-12,15,2367
22799,15,2010-10,2011-12,15,253
22800,15,2010-10,2011-12,15,1127
22801,15,2010-10,2011-12,15,1300
22802,14,2010-10,2011-12,15,110
22803,13,2010-10,2011-11,14,59
22804,16,2010-09,2011-12,16,5261
22805,15,2010-10,2011-12,15,2207
22806,16,2010-09,2011-12,16,430
22807,16,2010-09,2011-12,16,1375
22808,12,2010-09,2011-12,16,420
22809,11,2010-09,2011-12,16,2568
22810,13,2010-09,2011-12,16,2199
22811,16,2010-09,2011-12,16,1021
22812,12,2010-09,2011-12,16,4879
22813,16,2010-09,2011-12,16,3945
22814,16,2010-09,2011-12,16,2728
22815,16,2010-09,2011-12,16,3433
22816,14,2010-09,2011-12,16,6856
22817,16,2010-09,2011-12,16,3392
22818,14,2010-09,2011-12,16,6290
22819,16,2010-09,2011-12,16,3351
22820,16,2010-09,2011-12,16,1353
22821,16,2010-09,2011-12,16,1660
22822,14,2010-11,2011-12,14,581
22823,12,2010-10,2011-11,14,32
22824,13,2010-11,2011-11,13,61
22825,14,2010-10,2011-11,14,100
22826,10,2010-12,2011-11,12,58
22827,13,2010-10,2011-11,14,46
22828,8,2010-10,2011-11,14,17
22829,13,2010-11,2011-11,13,241
22830,4,2010-10,2011-01,4,181
22831,14,2010-11,2011-12,14,776
22832,13,2010-11,2011-11,13,185
22833,4,2010-11,2011-02,4,120
22834,16,2010-09,2011-12,16,6900
22835,16,2010-09,2011-12,16,5302
22837,12,2010-10,2011-09,12,3534
22838,14,2010-10,2011-12,15,922
22839,15,2010-10,2011-12,15,579
22840,15,2010-10,2011-12,15,1323
22841,15,2010-10,2011-12,15,772
22842,15,2010-10,2011-12,15,818
22843,15,2010-10,2011-12,15,595
22844,15,2010-10,2011-12,15,1227
22845,15,2010-10,2011-12,15,999
22846,15,2010-10,2011-12,15,825
22847,14,2010-10,2011-12,15,1157
22848,13,2010-10,2011-10,13,381
22849,12,2010-10,2011-10,13,403
22850,1,2010-10,2010-10,1,8
22851,17,2010-08,2011-12,17,5167
22852,15,2010-10,2011-12,15,565
22853,15,2010-10,2011-12,15,645
22854,13,2010-09,2011-09,13,1160
22855,12,2010-09,2011-08,12,4795
22856,10,2010-10,2011-11,14,877
22857,9,2010-10,2011-10,13,1230
22858,8,2010-11,2011-10,12,1135
22859,13,2010-10,2011-11,14,1250
22860,9,2010-10,2011-11,14,612
22861,5,2010-12,2011-04,5,305
22862,5,2010-09,2011-01,5,758
22863,16,2010-09,2011-12,16,1107
22864,1,2010-06,2010-06,1,378
22865,15,2010-09,2011-12,16,14537
22866,13,2010-09,2011-12,16,12778
22867,13,2010-09,2011-12,16,11872
22868,13,2010-10,2011-11,14,124
22869,14,2010-10,2011-11,14,167
22870,14,2010-10,2011-11,14,155
22871,12,2010-10,2011-11,14,127
22872,14,2010-10,2011-12,15,136
22873,13,2010-10,2011-11,14,120
22874,12,2010-10,2011-11,14,126
22875,13,2010-10,2011-12,15,123
22876,11,2010-10,2011-09,12,118
22877,12,2010-10,2011-10,13,128
22878,14,2010-10,2011-11,14,128
22879,12,2010-10,2011-10,13,82
22880,14,2010-10,2011-11,14,111
22881,15,2010-10,2011-12,15,112
22882,15,2010-10,2011-12,15,126
22883,14,2010-10,2011-12,15,109
22884,14,2010-10,2011-11,14,110
22885,14,2010-10,2011-12,15,112
22886,14,2010-10,2011-12,15,98
22887,14,2010-10,2011-12,15,92
22888,13,2010-11,2011-12,14,79
22889,13,2010-10,2011-12,15,196
22890,15,2010-10,2011-12,15,800
22891,15,2010-10,2011-12,15,644
22892,14,2010-10,2011-11,14,3520
22893,15,2010-10,2011-12,15,2721
22894,16,2010-09,2011-12,16,561
22895,16,2010-09,2011-12,16,2847
22896,16,2010-09,2011-12,16,2076
22897,16,2010-09,2011-12,16,1956
22898,16,2010-09,2011-12,16,3168
22899,16,2010-09,2011-12,16,2773
22900,16,2010-09,2011-12,16,6156
22902,16,2010-09,2011-12,16,1716
22903,13,2010-09,2011-12,16,745
22904,15,2010-09,2011-11,15,3467
22905,16,2010-09,2011-12,16,1077
22906,16,2010-09,2011-12,16,3370
22907,16,2010-09,2011-12,16,8686
22908,16,2010-09,2011-12,16,5610
22909,15,2010-09,2011-12,16,17144
22910,16,2010-09,2011-12,16,18634
22911,15,2010-09,2011-12,16,853
22912,13,2010-11,2011-11,13,313
22913,14,2010-11,2011-12,14,450
22914,14,2010-11,2011-12,14,570
22915,14,2010-11,2011-12,14,3281
22916,14,2010-11,2011-12,14,1962
22917,14,2010-11,2011-12,14,1996
22918,14,2010-11,2011-12,14,1925
22919,14,2010-11,2011-12,14,1800
22920,14,2010-11,2011-12,14,3478
22921,14,2010-11,2011-12,14,1771
22922,14,2010-11,2011-12,14,2073
22923,14,2010-11,2011-12,14,1583
22924,14,2010-11,2011-12,14,1500
22925,12,2010-11,2011-10,12,488
22926,7,2010-11,2011-05,7,680
22927,12,2010-11,2011-12,14,468
22928,14,2010-11,2011-12,14,296
22929,8,2010-11,2011-10,12,23
22930,13,2010-12,2011-12,13,1108
22931,13,2010-12,2011-12,13,813
22932,13,2010-12,2011-12,13,884
22933,11,2010-12,2011-12,13,940
22934,10,2010-12,2011-11,12,589
22935,13,2010-12,2011-12,13,690
22936,13,2010-12,2011-12,13,279
22937,13,2010-12,2011-12,13,972
22938,16,2010-09,2011-12,16,3687
