stock_code,description,forecast_origin,target_month,model,prediction,lag_1,rolling_mean_3,abc_class,is_active,status
23007,SPACEBOY BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,54.845166,61,58.666667,A,True,Forecast
23008,DOLLY GIRL BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,38.301249,37,37.333333,A,True,Forecast
23009,I LOVE LONDON BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,50.268615,54,42.333333,B,True,Forecast
23010,CIRCUS PARADE BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,40.322382,46,25.666667,B,True,Forecast
23012,GLASS APOTHECARY BOTTLE PERFUME,2011-11,2011-12,M2_gbm_poisson,118.445825,213,227.333333,C,True,Forecast
23013,GLASS APOTHECARY BOTTLE TONIC,2011-11,2011-12,M2_gbm_poisson,119.747513,180,196.000000,C,True,Forecast
23014,GLASS APOTHECARY BOTTLE ELIXIR,2011-11,2011-12,M2_gbm_poisson,80.901721,108,171.666667,C,True,Forecast
23015,CORDIAL GLASS JUG,2011-11,2011-12,M2_gbm_poisson,11.552401,4,3.666667,C,True,Forecast
23016,GLASS TWIST BON BON JAR,2011-11,2011-12,M2_gbm_poisson,23.348027,9,15.666667,C,True,Forecast
23017,APOTHECARY MEASURING JAR,2011-11,2011-12,M2_gbm_poisson,16.454058,11,12.333333,C,True,Forecast
23018,LARGE APOTHECARY MEASURING JAR,2011-11,2011-12,M2_gbm_poisson,12.962232,3,6.333333,C,True,Forecast
23019,SMALL APOTHECARY MEASURING JAR,2011-11,2011-12,M2_gbm_poisson,18.705683,5,10.666667,C,True,Forecast
23020,GLASS  SONGBIRD STORAGE JAR,2011-11,2011-12,M2_gbm_poisson,36.468254,20,28.333333,C,True,Forecast
23021,GLASS BONNE JAM JAR,2011-11,2011-12,M2_gbm_poisson,25.447605,8,23.333333,C,True,Forecast
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,51.793453,79,55.666667,C,True,Forecast
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,45.094891,55,47.000000,C,True,Forecast
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,37.506992,36,37.333333,C,True,Forecast
23025,DRAWER KNOB VINTAGE GLASS BALL,2011-11,2011-12,M2_gbm_poisson,54.770539,47,77.000000,C,True,Forecast
23026,DRAWER KNOB VINTAGE GLASS STAR,2011-11,2011-12,M2_gbm_poisson,61.268014,63,83.666667,C,True,Forecast
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,2011-11,2011-12,M2_gbm_poisson,49.648411,66,61.333333,C,True,Forecast
23028,DRAWER KNOB CRACKLE GLAZE BLUE,2011-11,2011-12,M2_gbm_poisson,42.488744,2,139.000000,C,True,Forecast
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2011-11,2011-12,M2_gbm_poisson,116.176892,171,219.000000,C,True,Forecast
23031,DRAWER KNOB CRACKLE GLAZE PINK,2011-11,2011-12,M2_gbm_poisson,114.354272,158,230.333333,C,True,Forecast
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2011-11,2011-12,M2_gbm_poisson,148.522848,137,418.666667,C,True,Forecast
23033,DRAWER KNOB CERAMIC RED,2011-11,2011-12,M2_gbm_poisson,78.245580,152,154.000000,C,True,Forecast
23034,DRAWER KNOB CERAMIC BLACK,2011-11,2011-12,M2_gbm_poisson,91.238063,130,178.333333,C,True,Forecast
23035,DRAWER KNOB CERAMIC IVORY,2011-11,2011-12,M2_gbm_poisson,218.313045,464,359.333333,C,True,Forecast
23036,T-LIGHT HOLDER SILVER PETIT FOUR,2011-11,2011-12,M2_gbm_poisson,50.783463,51,41.333333,C,True,Forecast
23037,CANDLE HOLDER SILVER MADELINE,2011-11,2011-12,M2_gbm_poisson,44.100109,28,33.000000,C,True,Forecast
23038,T-LIGHT HOLDER SILVER SAUCER,2011-11,2011-12,M2_gbm_poisson,15.857637,3,5.666667,C,True,Forecast
23039,T-LIGHT HOLDER SILVER HEART HANDLE,2011-11,2011-12,M2_gbm_poisson,53.967966,57,37.666667,C,True,Forecast
23040,PAPER LANTERN 9 POINT SNOW STAR,2011-11,2011-12,M2_gbm_poisson,46.751205,27,65.666667,C,True,Forecast
23041,PAPER LANTERN 9 POINT SNOW STAR,2011-11,2011-12,M2_gbm_poisson,50.521113,51,65.333333,C,True,Forecast
23042,PAPER LANTERN 7 POINT SNOW STAR,2011-11,2011-12,M2_gbm_poisson,36.987119,35,24.000000,C,True,Forecast
23043,PAPER LANTERN 9 POINT HOLLY STAR L,2011-11,2011-12,M2_gbm_poisson,36.552725,33,20.666667,C,True,Forecast
23044,PAPER LANTERN 9 POINT HOLLY STAR S,2011-11,2011-12,M2_gbm_poisson,26.398979,15,19.666667,C,True,Forecast
23045,PAPER LANTERN 5 POINT STAR MOON,2011-11,2011-12,M2_gbm_poisson,40.691244,43,32.000000,C,True,Forecast
23046,PAPER LANTERN 9 POINT DELUXE STAR,2011-11,2011-12,M2_gbm_poisson,47.791675,23,104.666667,C,True,Forecast
23047,PAPER LANTERN 5 POINT SEQUIN STAR,2011-11,2011-12,M2_gbm_poisson,16.324245,6,9.333333,C,True,Forecast
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2011-11,2011-12,M2_gbm_poisson,66.011243,79,152.666667,C,True,Forecast
23049,RECYCLED ACAPULCO MAT RED,2011-11,2011-12,M2_gbm_poisson,32.180703,22,18.333333,B,True,Forecast
23050,RECYCLED ACAPULCO MAT GREEN,2011-11,2011-12,M2_gbm_poisson,21.315961,8,21.333333,B,True,Forecast
23051,RECYCLED ACAPULCO MAT BLUE,2011-11,2011-12,M2_gbm_poisson,17.058948,8,13.000000,B,True,Forecast
23052,RECYCLED ACAPULCO MAT TURQUOISE,2011-11,2011-12,M2_gbm_poisson,31.871213,18,21.333333,B,True,Forecast
23053,RECYCLED ACAPULCO MAT PINK,2011-11,2011-12,M2_gbm_poisson,13.163591,2,11.000000,B,True,Forecast
23054,RECYCLED ACAPULCO MAT LAVENDER,2011-11,2011-12,M2_gbm_poisson,11.654599,2,11.000000,B,True,Forecast
23055,IVORY CHANDELIER T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,60.445257,242,201.000000,C,True,Forecast
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,64.843493,242,294.333333,C,True,Forecast
23057,BEADED CHANDELIER T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,61.069627,241,207.666667,C,True,Forecast
23058,CHRISTMAS HANGING SNOWFLAKE,2011-11,2011-12,M2_gbm_poisson,162.687912,313,142.000000,C,True,Forecast
23060,HEART BEADED TRELLIS DECORATION,2011-11,2011-12,M2_gbm_poisson,43.971540,41,39.666667,C,True,Forecast
23061,VINTAGE EMBOSSED HEART,2011-11,2011-12,M2_gbm_poisson,83.306534,86,101.000000,C,True,Forecast
23064,CINDERELLA CHANDELIER,2011-11,2011-12,M2_gbm_poisson,42.258080,100,66.333333,C,True,Forecast
23065,LARGE DECO JEWELLERY STAND,2011-11,2011-12,M2_gbm_poisson,9.707965,0,21.000000,B,True,Forecast
23066,SMALL DECO JEWELLERY STAND,2011-11,2011-12,M2_gbm_poisson,9.611397,0,20.000000,C,True,Forecast
23067,HANGING ENGRAVED METAL HEART,2011-11,2011-12,M2_gbm_poisson,49.690838,44,41.000000,C,True,Forecast
23068,ALUMINIUM STAMPED HEART,2011-11,2011-12,M2_gbm_poisson,69.817272,106,115.666667,C,True,Forecast
23069,EDWARDIAN PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,19.044825,14,13.333333,C,True,Forecast
23070,EDWARDIAN HEART PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,33.425409,20,24.000000,C,True,Forecast
23071,MARIE ANTOINETTE TRINKET BOX GOLD,2011-11,2011-12,M2_gbm_poisson,15.936448,0,93.000000,C,True,Forecast
23072,MARIE ANTOINETTE TRINKET BOX SILVER,2011-11,2011-12,M2_gbm_poisson,18.033770,0,105.000000,C,True,Forecast
23073,GEORGIAN TRINKET BOX,2011-11,2011-12,M2_gbm_poisson,40.866022,26,26.333333,C,True,Forecast
23074,EMBOSSED HEART TRINKET BOX,2011-11,2011-12,M2_gbm_poisson,64.236345,67,76.000000,C,True,Forecast
23075,PARLOUR CERAMIC WALL HOOK,2011-11,2011-12,M2_gbm_poisson,51.584560,72,58.000000,C,True,Forecast
23076,ICE CREAM SUNDAE LIP GLOSS,2011-11,2011-12,M2_gbm_poisson,545.996977,1212,1054.666667,B,True,Forecast
23077,DOUGHNUT LIP GLOSS,2011-11,2011-12,M2_gbm_poisson,880.769677,2522,1803.000000,B,True,Forecast
23078,ICE CREAM PEN LIP GLOSS,2011-11,2011-12,M2_gbm_poisson,564.425872,1130,858.666667,B,True,Forecast
23079,TOADSTOOL BEDSIDE LIGHT,2011-11,2011-12,M2_gbm_poisson,44.646758,55,40.000000,C,True,Forecast
23080,RED METAL BOX TOP SECRET,2011-11,2011-12,M2_gbm_poisson,140.128855,308,178.666667,C,True,Forecast
23081,GREEN METAL BOX ARMY SUPPLIES,2011-11,2011-12,M2_gbm_poisson,69.104860,106,102.000000,C,True,Forecast
23082,SET 6 PAPER TABLE LANTERN HEARTS,2011-11,2011-12,M2_gbm_poisson,257.624316,533,386.666667,B,True,Forecast
23083,SET 6 PAPER TABLE LANTERN STARS,2011-11,2011-12,M2_gbm_poisson,360.663981,718,469.666667,C,True,Forecast
23084,RABBIT NIGHT LIGHT,2011-11,2011-12,M2_gbm_poisson,2245.956564,14913,7150.333333,B,True,Forecast
23085,ANTIQUE SILVER BAUBLE LAMP,2011-11,2011-12,M2_gbm_poisson,69.183368,119,104.333333,C,True,Forecast
23086,ZINC  STAR T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,100.519887,261,191.333333,C,True,Forecast
23087,ZINC  HEART T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,66.305562,82,149.000000,C,True,Forecast
23088,ZINC HEART FLOWER T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,60.546298,58,106.000000,C,True,Forecast
23089,GLASS BON BON JAR,2011-11,2011-12,M2_gbm_poisson,202.258794,350,387.333333,C,True,Forecast
23090,VINTAGE GLASS T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,243.987800,555,386.000000,C,True,Forecast
23091,ZINC HERB GARDEN CONTAINER,2011-11,2011-12,M2_gbm_poisson,20.765717,3,40.333333,B,True,Forecast
23092,LARGE ANTIQUE WHITE PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,57.460840,61,97.666667,C,True,Forecast
23093,SMALL PARISIENNE HEART PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,64.500610,55,124.666667,C,True,Forecast
23094,LE GRAND TRAY CHIC SET,2011-11,2011-12,M2_gbm_poisson,29.656315,12,14.666667,C,True,Forecast
23096,PETIT TRAY CHIC,2011-11,2011-12,M2_gbm_poisson,140.313747,270,215.666667,C,True,Forecast
23099,FRENCH CARRIAGE LANTERN,2011-11,2011-12,M2_gbm_poisson,24.506065,14,17.333333,C,True,Forecast
23100,SILVER BELLS TABLE DECORATION,2011-11,2011-12,M2_gbm_poisson,282.285677,645,506.333333,C,True,Forecast
23101,SILVER STARS TABLE DECORATION,2011-11,2011-12,M2_gbm_poisson,253.157837,539,497.000000,C,True,Forecast
23102,SILVER HEARTS TABLE DECORATION,2011-11,2011-12,M2_gbm_poisson,109.085972,149,210.666667,C,True,Forecast
23103,JINGLE BELL HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,454.726069,1095,864.666667,C,True,Forecast
23104,IVORY CAFE HANGING LAMP,2011-11,2011-12,M2_gbm_poisson,38.378403,47,20.333333,C,True,Forecast
23106,ZINC HEARTS PLANT POT HOLDER,2011-11,2011-12,M2_gbm_poisson,42.243434,30,28.000000,C,True,Forecast
23107,WHITE HEARTS WIRE PLANT POT HOLDER,2011-11,2011-12,M2_gbm_poisson,32.679865,13,43.000000,C,True,Forecast
23108,SET OF 10 LED DOLLY LIGHTS,2011-11,2011-12,M2_gbm_poisson,192.563733,288,401.000000,B,True,Forecast
23109,PACK OF SIX LED TEA LIGHTS,2011-11,2011-12,M2_gbm_poisson,289.962348,674,433.000000,C,True,Forecast
23110,PARISIENNE KEY CABINET,2011-11,2011-12,M2_gbm_poisson,75.380373,97,92.000000,C,True,Forecast
23111,PARISIENNE SEWING BOX,2011-11,2011-12,M2_gbm_poisson,45.546719,32,44.333333,B,True,Forecast
23112,PARISIENNE CURIO CABINET,2011-11,2011-12,M2_gbm_poisson,54.445479,46,59.666667,C,True,Forecast
23113,PANTRY CHOPPING BOARD,2011-11,2011-12,M2_gbm_poisson,101.821879,45,381.666667,C,True,Forecast
23114,VINTAGE LEAF CHOPPING BOARD,2011-11,2011-12,M2_gbm_poisson,48.451210,49,46.000000,C,True,Forecast
23115,RED APPLES CHOPPING BOARD,2011-11,2011-12,M2_gbm_poisson,54.173682,61,46.666667,C,True,Forecast
23116,VEGETABLE GARDEN CHOPPING BOARD,2011-11,2011-12,M2_gbm_poisson,37.474679,21,24.666667,C,True,Forecast
23117,POPPY FIELDS CHOPPING BOARD,2011-11,2011-12,M2_gbm_poisson,46.209774,41,29.000000,C,True,Forecast
23118,PARISIENNE JEWELLERY DRAWER,2011-11,2011-12,M2_gbm_poisson,70.735555,73,109.333333,B,True,Forecast
23119,PACK OF 6 LARGE FRUIT STRAWS,2011-11,2011-12,M2_gbm_poisson,124.960561,141,203.000000,C,True,Forecast
23120,PACK OF 6 SMALL FRUIT STRAWS,2011-11,2011-12,M2_gbm_poisson,122.072040,155,178.666667,C,True,Forecast
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2011-11,2011-12,M2_gbm_poisson,159.758294,257,190.333333,C,True,Forecast
23122,PARTY CHARMS 50 PIECES,2011-11,2011-12,M2_gbm_poisson,135.608719,196,148.333333,C,True,Forecast
23123,COCKTAIL SWORDS 50 PIECES,2011-11,2011-12,M2_gbm_poisson,70.307396,111,111.000000,C,True,Forecast
23124,18PC WOODEN CUTLERY SET DISPOSABLE,2011-11,2011-12,M2_gbm_poisson,20.896748,1,9.000000,C,True,Forecast
23125,6PC WOOD PLATE SET DISPOSABLE,2011-11,2011-12,M2_gbm_poisson,19.476745,5,9.666667,C,True,Forecast
23126,FELTCRAFT GIRL AMELIE KIT,2011-11,2011-12,M2_gbm_poisson,106.429472,213,177.666667,B,True,Forecast
23127,FELTCRAFT GIRL NICOLE KIT,2011-11,2011-12,M2_gbm_poisson,83.354497,146,101.333333,B,True,Forecast
23128,FELTCRAFT BOY JEAN-PAUL KIT,2011-11,2011-12,M2_gbm_poisson,54.542875,57,46.333333,B,True,Forecast
23129,HEART SHAPED HOLLY WREATH,2011-11,2011-12,M2_gbm_poisson,127.330974,249,286.333333,C,True,Forecast
23130,MISTLETOE HEART WREATH GREEN,2011-11,2011-12,M2_gbm_poisson,134.054153,268,240.666667,C,True,Forecast
23131,MISTLETOE HEART WREATH CREAM,2011-11,2011-12,M2_gbm_poisson,75.059874,107,133.666667,C,True,Forecast
23132,SMALL IVORY HEART WALL ORGANISER,2011-11,2011-12,M2_gbm_poisson,92.776506,217,240.000000,C,True,Forecast
23133,LARGE IVORY HEART WALL ORGANISER,2011-11,2011-12,M2_gbm_poisson,86.811279,164,178.000000,C,True,Forecast
23134,LARGE ZINC HEART WALL ORGANISER,2011-11,2011-12,M2_gbm_poisson,4.450026,0,0.666667,B,True,Forecast
23135,SMALL ZINC HEART WALL ORGANISER,2011-11,2011-12,M2_gbm_poisson,30.421745,1,148.333333,C,True,Forecast
23136,IVORY WIRE SWEETHEART LETTER TRAY,2011-11,2011-12,M2_gbm_poisson,19.148327,7,10.000000,C,True,Forecast
23137,ZINC WIRE SWEETHEART LETTER TRAY,2011-11,2011-12,M2_gbm_poisson,30.095673,10,6.666667,C,True,Forecast
23138,SINGLE WIRE HOOK IVORY HEART,2011-11,2011-12,M2_gbm_poisson,50.648102,38,46.000000,C,True,Forecast
23139,SINGLE WIRE HOOK PINK HEART,2011-11,2011-12,M2_gbm_poisson,34.641030,26,12.666667,C,True,Forecast
23140,TRIPLE WIRE HOOK IVORY HEART,2011-11,2011-12,M2_gbm_poisson,64.154996,1,10.666667,C,True,Forecast
23141,TRIPLE WIRE HOOK PINK HEART,2011-11,2011-12,M2_gbm_poisson,6.020482,1,1.333333,C,True,Forecast
23142,IVORY WIRE KITCHEN ORGANISER,2011-11,2011-12,M2_gbm_poisson,13.362281,2,4.000000,C,True,Forecast
23143,ZINC WIRE KITCHEN ORGANISER,2011-11,2011-12,M2_gbm_poisson,7.420354,4,1.333333,C,True,Forecast
23144,ZINC T-LIGHT HOLDER STARS SMALL,2011-11,2011-12,M2_gbm_poisson,329.422946,768,645.666667,B,True,Forecast
23145,ZINC T-LIGHT HOLDER STAR LARGE,2011-11,2011-12,M2_gbm_poisson,122.873630,233,287.333333,C,True,Forecast
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2011-11,2011-12,M2_gbm_poisson,70.256386,93,89.666667,C,True,Forecast
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2011-11,2011-12,M2_gbm_poisson,123.100105,162,199.000000,C,True,Forecast
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2011-11,2011-12,M2_gbm_poisson,142.373504,277,219.333333,C,True,Forecast
23149,ANTIQUE IVORY WIRE BOWL SMALL,2011-11,2011-12,M2_gbm_poisson,21.740588,9,8.333333,C,True,Forecast
23150,IVORY SWEETHEART SOAP DISH,2011-11,2011-12,M2_gbm_poisson,38.007063,26,18.666667,C,True,Forecast
23151,ZINC SWEETHEART SOAP DISH,2011-11,2011-12,M2_gbm_poisson,13.143213,3,3.333333,C,True,Forecast
23152,IVORY SWEETHEART WIRE LETTER RACK,2011-11,2011-12,M2_gbm_poisson,50.293741,35,65.000000,C,True,Forecast
23153,ZINC SWEETHEART WIRE LETTER RACK,2011-11,2011-12,M2_gbm_poisson,42.170691,40,29.333333,C,True,Forecast
23154,SET OF 4 JAM JAR MAGNETS,2011-11,2011-12,M2_gbm_poisson,207.946235,461,346.666667,B,True,Forecast
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,2011-11,2011-12,M2_gbm_poisson,79.064161,175,154.333333,B,True,Forecast
23156,SET OF 5 MINI GROCERY MAGNETS,2011-11,2011-12,M2_gbm_poisson,114.686985,159,205.666667,B,True,Forecast
23157,SET OF 6 NATIVITY MAGNETS,2011-11,2011-12,M2_gbm_poisson,282.783262,669,663.000000,C,True,Forecast
23158,SET OF 5 LUCKY CAT MAGNETS,2011-11,2011-12,M2_gbm_poisson,189.036182,295,310.666667,B,True,Forecast
23159,SET OF 5 PANCAKE DAY MAGNETS,2011-11,2011-12,M2_gbm_poisson,144.942939,236,219.333333,B,True,Forecast
23160,REGENCY TEA SPOON,2011-11,2011-12,M2_gbm_poisson,57.877623,33,139.333333,C,True,Forecast
23161,REGENCY CAKE FORK,2011-11,2011-12,M2_gbm_poisson,91.207895,78,152.666667,C,True,Forecast
23162,REGENCY TEA STRAINER,2011-11,2011-12,M2_gbm_poisson,101.227237,149,216.333333,B,True,Forecast
23163,REGENCY SUGAR TONGS,2011-11,2011-12,M2_gbm_poisson,93.864503,70,211.333333,C,True,Forecast
23164,REGENCY CAKE SLICE,2011-11,2011-12,M2_gbm_poisson,63.326251,96,79.333333,C,True,Forecast
23165,LARGE CERAMIC TOP STORAGE JAR,2011-11,2011-12,M2_gbm_poisson,206.589958,340,333.333333,B,True,Forecast
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-11,2011-12,M2_gbm_poisson,313.815004,659,418.333333,A,True,Forecast
23167,SMALL CERAMIC TOP STORAGE JAR,2011-11,2011-12,M2_gbm_poisson,269.834832,627,544.000000,B,True,Forecast
23168,CLASSIC CAFE SUGAR DISPENSER,2011-11,2011-12,M2_gbm_poisson,281.937349,624,489.000000,C,True,Forecast
23169,CLASSIC GLASS COOKIE JAR,2011-11,2011-12,M2_gbm_poisson,183.366751,316,298.333333,C,True,Forecast
23170,REGENCY TEA PLATE ROSES,2011-11,2011-12,M2_gbm_poisson,338.298916,312,654.333333,B,True,Forecast
23171,REGENCY TEA PLATE GREEN,2011-11,2011-12,M2_gbm_poisson,320.748778,335,531.333333,B,True,Forecast
23172,REGENCY TEA PLATE PINK,2011-11,2011-12,M2_gbm_poisson,183.876688,221,424.666667,B,True,Forecast
23173,REGENCY TEAPOT ROSES,2011-11,2011-12,M2_gbm_poisson,149.294921,117,219.333333,A,True,Forecast
23174,REGENCY SUGAR BOWL GREEN,2011-11,2011-12,M2_gbm_poisson,144.584781,114,205.333333,B,True,Forecast
23175,REGENCY MILK JUG PINK,2011-11,2011-12,M2_gbm_poisson,169.573925,151,232.666667,B,True,Forecast
23176,ABC TREASURE BOOK BOX,2011-11,2011-12,M2_gbm_poisson,234.816346,568,335.333333,B,True,Forecast
23177,TREASURE ISLAND BOOK BOX,2011-11,2011-12,M2_gbm_poisson,249.117869,601,321.000000,B,True,Forecast
23178,JAM CLOCK MAGNET,2011-11,2011-12,M2_gbm_poisson,38.244724,32,27.333333,C,True,Forecast
23179,CLOCK MAGNET MUM'S KITCHEN,2011-11,2011-12,M2_gbm_poisson,42.645746,50,20.000000,C,True,Forecast
23180,MUM'S KITCHEN CLOCK,2011-11,2011-12,M2_gbm_poisson,18.171212,11,11.000000,C,True,Forecast
23181,BULL DOG BOTTLE TOP WALL CLOCK,2011-11,2011-12,M2_gbm_poisson,34.891640,25,19.333333,C,True,Forecast
23182,TOILET SIGN OCCUPIED OR VACANT,2011-11,2011-12,M2_gbm_poisson,230.835867,328,309.000000,B,True,Forecast
23183,MOTHER'S KITCHEN SPOON REST,2011-11,2011-12,M2_gbm_poisson,31.425581,19,26.000000,C,True,Forecast
23184,BULL DOG BOTTLE OPENER,2011-11,2011-12,M2_gbm_poisson,79.328994,130,94.333333,B,True,Forecast
23185,FRENCH STYLE STORAGE JAR JAM,2011-11,2011-12,M2_gbm_poisson,57.334048,107,62.666667,C,True,Forecast
23186,FRENCH STYLE STORAGE JAR CAFE,2011-11,2011-12,M2_gbm_poisson,159.881361,479,340.333333,C,True,Forecast
23187,FRENCH STYLE STORAGE JAR BONBONS,2011-11,2011-12,M2_gbm_poisson,152.812383,10,329.333333,C,True,Forecast
23188,VINTAGE  2 METER FOLDING RULER,2011-11,2011-12,M2_gbm_poisson,410.839450,1047,785.000000,C,True,Forecast
23189,SET OF 12 FORK CANDLES,2011-11,2011-12,M2_gbm_poisson,142.777233,183,262.666667,C,True,Forecast
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2011-11,2011-12,M2_gbm_poisson,135.259500,171,209.666667,C,True,Forecast
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2011-11,2011-12,M2_gbm_poisson,182.103662,271,349.000000,C,True,Forecast
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2011-11,2011-12,M2_gbm_poisson,312.749248,690,582.333333,C,True,Forecast
23193,BUFFALO BILL TREASURE BOOK BOX,2011-11,2011-12,M2_gbm_poisson,232.551692,524,258.666667,B,True,Forecast
23194,GYMKHANA TREASURE BOOK BOX,2011-11,2011-12,M2_gbm_poisson,231.172536,555,284.000000,B,True,Forecast
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2011-11,2011-12,M2_gbm_poisson,210.151549,339,357.666667,C,True,Forecast
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2011-11,2011-12,M2_gbm_poisson,177.798812,307,269.333333,C,True,Forecast
23198,PANTRY MAGNETIC  SHOPPING LIST,2011-11,2011-12,M2_gbm_poisson,322.213082,642,629.666667,C,True,Forecast
23199,JUMBO BAG APPLES,2011-11,2011-12,M2_gbm_poisson,993.343226,1553,1575.000000,A,True,Forecast
23200,JUMBO BAG PEARS,2011-11,2011-12,M2_gbm_poisson,433.525069,717,798.000000,B,True,Forecast
23201,JUMBO BAG ALPHABET,2011-11,2011-12,M2_gbm_poisson,1151.352165,1951,1735.333333,A,True,Forecast
23202,JUMBO BAG VINTAGE LEAF,2011-11,2011-12,M2_gbm_poisson,975.998582,1573,1331.000000,A,True,Forecast
23203,JUMBO BAG VINTAGE DOILY,2011-11,2011-12,M2_gbm_poisson,2004.541822,3987,3019.333333,A,True,Forecast
23204,CHARLOTTE BAG APPLES DESIGN,2011-11,2011-12,M2_gbm_poisson,491.386739,993,839.666667,B,True,Forecast
23205,CHARLOTTE BAG VINTAGE ALPHABET,2011-11,2011-12,M2_gbm_poisson,366.347214,822,762.333333,B,True,Forecast
23206,LUNCH BAG APPLE DESIGN,2011-11,2011-12,M2_gbm_poisson,934.733611,1265,1185.333333,A,True,Forecast
23207,LUNCH BAG ALPHABET DESIGN,2011-11,2011-12,M2_gbm_poisson,488.437757,885,670.666667,B,True,Forecast
23208,LUNCH BAG VINTAGE LEAF DESIGN,2011-11,2011-12,M2_gbm_poisson,331.543417,709,638.000000,B,True,Forecast
23209,LUNCH BAG VINTAGE DOILY,2011-11,2011-12,M2_gbm_poisson,987.636909,1609,1547.000000,A,True,Forecast
23210,WHITE ROCKING HORSE HAND PAINTED,2011-11,2011-12,M2_gbm_poisson,363.028833,887,664.666667,C,True,Forecast
23211,RED ROCKING HORSE HAND PAINTED,2011-11,2011-12,M2_gbm_poisson,268.295044,639,488.666667,C,True,Forecast
23212,HEART WREATH DECORATION WITH BELL,2011-11,2011-12,M2_gbm_poisson,248.600293,543,477.333333,C,True,Forecast
23213,STAR WREATH DECORATION WITH BELL,2011-11,2011-12,M2_gbm_poisson,244.536222,533,422.000000,C,True,Forecast
23214,JINGLE BELL HEART ANTIQUE GOLD,2011-11,2011-12,M2_gbm_poisson,121.055034,232,210.000000,C,True,Forecast
23215,JINGLE BELL HEART ANTIQUE SILVER,2011-11,2011-12,M2_gbm_poisson,638.675509,1546,833.666667,C,True,Forecast
23216,LAUREL HEART ANTIQUE GOLD,2011-11,2011-12,M2_gbm_poisson,68.449916,94,136.666667,C,True,Forecast
23217,LAUREL HEART ANTIQUE SILVER,2011-11,2011-12,M2_gbm_poisson,135.277700,232,320.666667,C,True,Forecast
23218,LAUREL STAR ANTIQUE GOLD,2011-11,2011-12,M2_gbm_poisson,67.351508,143,100.333333,C,True,Forecast
23219,LAUREL STAR ANTIQUE SILVER,2011-11,2011-12,M2_gbm_poisson,85.566996,160,116.333333,C,True,Forecast
23220,REINDEER HEART DECORATION GOLD,2011-11,2011-12,M2_gbm_poisson,156.591972,365,287.333333,C,True,Forecast
23221,REINDEER HEART DECORATION SILVER,2011-11,2011-12,M2_gbm_poisson,243.071683,595,417.000000,C,True,Forecast
23222,CHRISTMAS TREE HANGING GOLD,2011-11,2011-12,M2_gbm_poisson,105.232100,239,236.666667,C,True,Forecast
23223,CHRISTMAS TREE HANGING SILVER,2011-11,2011-12,M2_gbm_poisson,112.899918,225,229.333333,C,True,Forecast
23224,CHERUB HEART DECORATION GOLD,2011-11,2011-12,M2_gbm_poisson,84.398628,187,209.000000,C,True,Forecast
23225,CHERUB HEART DECORATION SILVER,2011-11,2011-12,M2_gbm_poisson,210.683056,442,380.666667,C,True,Forecast
23226,FILIGREE HEART DAISY WHITE,2011-11,2011-12,M2_gbm_poisson,112.416500,168,127.333333,C,True,Forecast
23227,FILIGREE HEART BUTTERFLY WHITE,2011-11,2011-12,M2_gbm_poisson,149.516619,277,232.666667,C,True,Forecast
23228,FILIGREE HEART BIRD WHITE,2011-11,2011-12,M2_gbm_poisson,155.106724,307,241.333333,C,True,Forecast
