stock_code,description,forecast_origin,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,uncertainty_ratio,abc_class,last_month_units,ma3_units,months_since_last_sale,product_age_months,status,run_id
22984,CARD GINGHAM ROSE,2011-11,2011-12,M2_gbm_poisson,97.315153,125.652945,product,14,1.645000,206.699094,305,1.291196,C,113,226.333333,1,15,Forecast,20260818T075922Z-deb02f
22985,"WRAP, BILLBOARD FONTS DESIGN",2011-11,2011-12,M2_gbm_poisson,88.684906,148.657040,product,14,1.645000,244.540831,334,1.676238,B,175,183.333333,1,15,Forecast,20260818T075922Z-deb02f
22986,GINGHAM ROSE WRAP,2011-11,2011-12,M2_gbm_poisson,112.372264,83.145023,product,14,1.645000,136.773564,250,0.739907,B,400,341.666667,1,15,Forecast,20260818T075922Z-deb02f
22987,"WRAP , SUMMER ROSE DESIGN",2011-11,2011-12,M2_gbm_poisson,10.041441,24.718723,product,14,1.645000,40.662299,51,2.461671,C,0,9.000000,2,15,Forecast,20260818T075922Z-deb02f
22988,SOLDIERS EGG CUP,2011-11,2011-12,M2_gbm_poisson,407.611574,335.390140,product,12,1.645000,551.716780,960,0.822818,A,908,788.000000,1,13,Forecast,20260818T075922Z-deb02f
22989,SET 2 PANTRY DESIGN TEA TOWELS,2011-11,2011-12,M2_gbm_poisson,109.301181,159.773279,product,9,1.645000,262.827043,373,1.461771,A,104,181.666667,1,10,Forecast,20260818T075922Z-deb02f
22990,COTTON APRON PANTRY DESIGN,2011-11,2011-12,M2_gbm_poisson,45.612728,15.662779,product,9,1.645000,25.765272,72,0.343386,B,36,34.000000,1,10,Forecast,20260818T075922Z-deb02f
22991,GIRAFFE WOODEN RULER,2011-11,2011-12,M2_gbm_poisson,305.523398,168.995940,product,9,1.645000,277.998321,584,0.553136,B,430,510.000000,1,10,Forecast,20260818T075922Z-deb02f
22992,REVOLVER WOODEN RULER,2011-11,2011-12,M2_gbm_poisson,417.199795,115.020849,product,9,1.645000,189.209297,607,0.275697,B,901,751.333333,1,10,Forecast,20260818T075922Z-deb02f
22993,SET OF 4 PANTRY JELLY MOULDS,2011-11,2011-12,M2_gbm_poisson,846.648403,405.551294,product,9,1.645000,667.131878,1514,0.479008,A,1687,1397.333333,1,10,Forecast,20260818T075922Z-deb02f
22994,TRAVEL CARD WALLET RETROSPOT,2011-11,2011-12,M2_gbm_poisson,144.386157,133.898795,product,9,1.645000,220.263518,365,0.927366,C,289,263.333333,1,10,Forecast,20260818T075922Z-deb02f
22995,TRAVEL CARD WALLET SUKI,2011-11,2011-12,M2_gbm_poisson,143.844064,119.882295,product,9,1.645000,197.206375,342,0.833418,C,192,203.000000,1,10,Forecast,20260818T075922Z-deb02f
22996,TRAVEL CARD WALLET VINTAGE TICKET,2011-11,2011-12,M2_gbm_poisson,273.799170,180.089198,product,9,1.645000,296.246731,571,0.657742,C,586,530.666667,1,10,Forecast,20260818T075922Z-deb02f
22997,TRAVEL CARD WALLET UNION JACK,2011-11,2011-12,M2_gbm_poisson,163.567873,85.633790,product,9,1.645000,140.867584,305,0.523537,C,373,302.000000,1,10,Forecast,20260818T075922Z-deb02f
22998,TRAVEL CARD WALLET KEEP CALM,2011-11,2011-12,M2_gbm_poisson,968.853201,599.989094,product,9,1.645000,986.982060,1956,0.619278,B,1656,1519.000000,1,10,Forecast,20260818T075922Z-deb02f
22999,TRAVEL CARD WALLET VINTAGE LEAF,2011-11,2011-12,M2_gbm_poisson,100.547251,75.188576,product,9,1.645000,123.685208,225,0.747793,C,237,269.666667,1,10,Forecast,20260818T075922Z-deb02f
23000,TRAVEL CARD WALLET TRANSPORT,2011-11,2011-12,M2_gbm_poisson,180.522732,64.866270,product,9,1.645000,106.705015,288,0.359325,C,330,371.000000,1,10,Forecast,20260818T075922Z-deb02f
23002,TRAVEL CARD WALLET SKULLS,2011-11,2011-12,M2_gbm_poisson,133.832763,119.671617,product,9,1.645000,196.859810,331,0.894188,C,319,289.000000,1,10,Forecast,20260818T075922Z-deb02f
23003,TRAVEL CARD WALLET VINTAGE ROSE,2011-11,2011-12,M2_gbm_poisson,2.182114,99.208772,product,9,1.645000,163.198430,166,45.464532,C,0,0.000000,6,10,Forecast,20260818T075922Z-deb02f
23004,TRAVEL CARD WALLET PANTRY,2011-11,2011-12,M2_gbm_poisson,143.786334,97.725431,product,9,1.645000,160.758334,305,0.679657,C,270,231.333333,1,10,Forecast,20260818T075922Z-deb02f
23005,TRAVEL CARD WALLET I LOVE LONDON,2011-11,2011-12,M2_gbm_poisson,542.588424,367.774646,product,9,1.645000,604.989292,1148,0.677815,C,1276,924.000000,1,10,Forecast,20260818T075922Z-deb02f
23006,TRAVEL CARD WALLET FLOWER MEADOW,2011-11,2011-12,M2_gbm_poisson,86.549164,17.948504,product,9,1.645000,29.525289,117,0.207379,C,156,179.333333,1,10,Forecast,20260818T075922Z-deb02f
23007,SPACEBOY BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,54.845166,23.206471,product,8,1.645000,38.174644,94,0.423127,A,61,58.666667,1,9,Forecast,20260818T075922Z-deb02f
23008,DOLLY GIRL BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,38.301249,15.557070,product,8,1.645000,25.591380,64,0.406177,A,37,37.333333,1,9,Forecast,20260818T075922Z-deb02f
23009,I LOVE LONDON BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,50.268615,18.914566,product,8,1.645000,31.114461,82,0.376270,B,54,42.333333,1,9,Forecast,20260818T075922Z-deb02f
23010,CIRCUS PARADE BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,40.322382,13.062818,product,8,1.645000,21.488336,62,0.323959,B,46,25.666667,1,9,Forecast,20260818T075922Z-deb02f
23012,GLASS APOTHECARY BOTTLE PERFUME,2011-11,2011-12,M2_gbm_poisson,118.445825,8.023905,abc_group,5,1.645000,13.199324,132,0.067743,C,213,227.333333,1,6,Forecast,20260818T075922Z-deb02f
23013,GLASS APOTHECARY BOTTLE TONIC,2011-11,2011-12,M2_gbm_poisson,119.747513,8.023905,abc_group,5,1.645000,13.199324,133,0.067007,C,180,196.000000,1,6,Forecast,20260818T075922Z-deb02f
23014,GLASS APOTHECARY BOTTLE ELIXIR,2011-11,2011-12,M2_gbm_poisson,80.901721,8.023905,abc_group,5,1.645000,13.199324,95,0.099181,C,108,171.666667,1,6,Forecast,20260818T075922Z-deb02f
23015,CORDIAL GLASS JUG,2011-11,2011-12,M2_gbm_poisson,11.552401,8.023905,abc_group,5,1.645000,13.199324,25,0.694566,C,4,3.666667,1,6,Forecast,20260818T075922Z-deb02f
23016,GLASS TWIST BON BON JAR,2011-11,2011-12,M2_gbm_poisson,23.348027,8.023905,abc_group,5,1.645000,13.199324,37,0.343665,C,9,15.666667,1,6,Forecast,20260818T075922Z-deb02f
23017,APOTHECARY MEASURING JAR,2011-11,2011-12,M2_gbm_poisson,16.454058,8.023905,abc_group,5,1.645000,13.199324,30,0.487655,C,11,12.333333,1,6,Forecast,20260818T075922Z-deb02f
23018,LARGE APOTHECARY MEASURING JAR,2011-11,2011-12,M2_gbm_poisson,12.962232,8.023905,abc_group,5,1.645000,13.199324,27,0.619022,C,3,6.333333,1,6,Forecast,20260818T075922Z-deb02f
23019,SMALL APOTHECARY MEASURING JAR,2011-11,2011-12,M2_gbm_poisson,18.705683,8.023905,abc_group,5,1.645000,13.199324,32,0.428955,C,5,10.666667,1,6,Forecast,20260818T075922Z-deb02f
23020,GLASS  SONGBIRD STORAGE JAR,2011-11,2011-12,M2_gbm_poisson,36.468254,8.023905,abc_group,5,1.645000,13.199324,50,0.220024,C,20,28.333333,1,6,Forecast,20260818T075922Z-deb02f
23021,GLASS BONNE JAM JAR,2011-11,2011-12,M2_gbm_poisson,25.447605,8.023905,abc_group,5,1.645000,13.199324,39,0.315311,C,8,23.333333,1,6,Forecast,20260818T075922Z-deb02f
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,51.793453,8.023905,abc_group,5,1.645000,13.199324,65,0.154921,C,79,55.666667,1,6,Forecast,20260818T075922Z-deb02f
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,45.094891,8.023905,abc_group,5,1.645000,13.199324,59,0.177934,C,55,47.000000,1,6,Forecast,20260818T075922Z-deb02f
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,37.506992,8.023905,abc_group,5,1.645000,13.199324,51,0.213931,C,36,37.333333,1,6,Forecast,20260818T075922Z-deb02f
23025,DRAWER KNOB VINTAGE GLASS BALL,2011-11,2011-12,M2_gbm_poisson,54.770539,8.023905,abc_group,5,1.645000,13.199324,68,0.146500,C,47,77.000000,1,6,Forecast,20260818T075922Z-deb02f
23026,DRAWER KNOB VINTAGE GLASS STAR,2011-11,2011-12,M2_gbm_poisson,61.268014,8.023905,abc_group,5,1.645000,13.199324,75,0.130964,C,63,83.666667,1,6,Forecast,20260818T075922Z-deb02f
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,2011-11,2011-12,M2_gbm_poisson,49.648411,8.023905,abc_group,5,1.645000,13.199324,63,0.161615,C,66,61.333333,1,6,Forecast,20260818T075922Z-deb02f
23028,DRAWER KNOB CRACKLE GLAZE BLUE,2011-11,2011-12,M2_gbm_poisson,42.488744,8.023905,abc_group,5,1.645000,13.199324,56,0.188848,C,2,139.000000,1,6,Forecast,20260818T075922Z-deb02f
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2011-11,2011-12,M2_gbm_poisson,116.176892,8.023905,abc_group,5,1.645000,13.199324,130,0.069066,C,171,219.000000,1,6,Forecast,20260818T075922Z-deb02f
23031,DRAWER KNOB CRACKLE GLAZE PINK,2011-11,2011-12,M2_gbm_poisson,114.354272,8.023905,abc_group,5,1.645000,13.199324,128,0.070167,C,158,230.333333,1,6,Forecast,20260818T075922Z-deb02f
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2011-11,2011-12,M2_gbm_poisson,148.522848,8.023905,abc_group,5,1.645000,13.199324,162,0.054025,C,137,418.666667,1,6,Forecast,20260818T075922Z-deb02f
23033,DRAWER KNOB CERAMIC RED,2011-11,2011-12,M2_gbm_poisson,78.245580,8.023905,abc_group,5,1.645000,13.199324,92,0.102548,C,152,154.000000,1,6,Forecast,20260818T075922Z-deb02f
23034,DRAWER KNOB CERAMIC BLACK,2011-11,2011-12,M2_gbm_poisson,91.238063,8.023905,abc_group,5,1.645000,13.199324,105,0.087945,C,130,178.333333,1,6,Forecast,20260818T075922Z-deb02f
23035,DRAWER KNOB CERAMIC IVORY,2011-11,2011-12,M2_gbm_poisson,218.313045,8.023905,abc_group,5,1.645000,13.199324,232,0.036754,C,464,359.333333,1,6,Forecast,20260818T075922Z-deb02f
23036,T-LIGHT HOLDER SILVER PETIT FOUR,2011-11,2011-12,M2_gbm_poisson,50.783463,8.023905,abc_group,5,1.645000,13.199324,64,0.158002,C,51,41.333333,1,6,Forecast,20260818T075922Z-deb02f
23037,CANDLE HOLDER SILVER MADELINE,2011-11,2011-12,M2_gbm_poisson,44.100109,8.023905,abc_group,5,1.645000,13.199324,58,0.181948,C,28,33.000000,1,6,Forecast,20260818T075922Z-deb02f
23038,T-LIGHT HOLDER SILVER SAUCER,2011-11,2011-12,M2_gbm_poisson,15.857637,8.023905,abc_group,4,1.645000,13.199324,30,0.505996,C,3,5.666667,1,5,Forecast,20260818T075922Z-deb02f
23039,T-LIGHT HOLDER SILVER HEART HANDLE,2011-11,2011-12,M2_gbm_poisson,53.967966,8.023905,abc_group,5,1.645000,13.199324,68,0.148679,C,57,37.666667,1,6,Forecast,20260818T075922Z-deb02f
23040,PAPER LANTERN 9 POINT SNOW STAR,2011-11,2011-12,M2_gbm_poisson,46.751205,12.514330,product,7,1.645000,20.586073,68,0.267679,C,27,65.666667,1,8,Forecast,20260818T075922Z-deb02f
23041,PAPER LANTERN 9 POINT SNOW STAR,2011-11,2011-12,M2_gbm_poisson,50.521113,27.651083,product,7,1.645000,45.486032,97,0.547317,C,51,65.333333,1,8,Forecast,20260818T075922Z-deb02f
23042,PAPER LANTERN 7 POINT SNOW STAR,2011-11,2011-12,M2_gbm_poisson,36.987119,9.458247,product,7,1.645000,15.558816,53,0.255717,C,35,24.000000,1,8,Forecast,20260818T075922Z-deb02f
23043,PAPER LANTERN 9 POINT HOLLY STAR L,2011-11,2011-12,M2_gbm_poisson,36.552725,15.676938,product,6,1.645000,25.788563,63,0.428886,C,33,20.666667,1,7,Forecast,20260818T075922Z-deb02f
23044,PAPER LANTERN 9 POINT HOLLY STAR S,2011-11,2011-12,M2_gbm_poisson,26.398979,17.290155,product,6,1.645000,28.442306,55,0.654955,C,15,19.666667,1,7,Forecast,20260818T075922Z-deb02f
23045,PAPER LANTERN 5 POINT STAR MOON,2011-11,2011-12,M2_gbm_poisson,40.691244,29.252069,product,6,1.645000,48.119653,89,0.718879,C,43,32.000000,1,7,Forecast,20260818T075922Z-deb02f
23046,PAPER LANTERN 9 POINT DELUXE STAR,2011-11,2011-12,M2_gbm_poisson,47.791675,47.260840,product,6,1.645000,77.744082,126,0.988893,C,23,104.666667,1,7,Forecast,20260818T075922Z-deb02f
23047,PAPER LANTERN 5 POINT SEQUIN STAR,2011-11,2011-12,M2_gbm_poisson,16.324245,10.187538,product,6,1.645000,16.758499,34,0.624074,C,6,9.333333,1,7,Forecast,20260818T075922Z-deb02f
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2011-11,2011-12,M2_gbm_poisson,66.011243,56.903671,product,7,1.645000,93.606538,160,0.862030,C,79,152.666667,1,8,Forecast,20260818T075922Z-deb02f
23049,RECYCLED ACAPULCO MAT RED,2011-11,2011-12,M2_gbm_poisson,32.180703,33.503202,product,8,1.645000,55.112767,88,1.041096,B,22,18.333333,1,9,Forecast,20260818T075922Z-deb02f
23050,RECYCLED ACAPULCO MAT GREEN,2011-11,2011-12,M2_gbm_poisson,21.315961,26.962564,product,8,1.645000,44.353417,66,1.264900,B,8,21.333333,1,9,Forecast,20260818T075922Z-deb02f
23051,RECYCLED ACAPULCO MAT BLUE,2011-11,2011-12,M2_gbm_poisson,17.058948,15.701772,product,8,1.645000,25.829415,43,0.920442,B,8,13.000000,1,9,Forecast,20260818T075922Z-deb02f
23052,RECYCLED ACAPULCO MAT TURQUOISE,2011-11,2011-12,M2_gbm_poisson,31.871213,28.001347,product,8,1.645000,46.062216,78,0.878578,B,18,21.333333,1,9,Forecast,20260818T075922Z-deb02f
23053,RECYCLED ACAPULCO MAT PINK,2011-11,2011-12,M2_gbm_poisson,13.163591,9.892426,product,8,1.645000,16.273041,30,0.751499,B,2,11.000000,1,9,Forecast,20260818T075922Z-deb02f
23054,RECYCLED ACAPULCO MAT LAVENDER,2011-11,2011-12,M2_gbm_poisson,11.654599,18.311815,product,8,1.645000,30.122936,42,1.571209,B,2,11.000000,1,9,Forecast,20260818T075922Z-deb02f
23055,IVORY CHANDELIER T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,60.445257,28.488011,product,7,1.645000,46.862778,108,0.471303,C,242,201.000000,1,8,Forecast,20260818T075922Z-deb02f
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,64.843493,29.429313,product,7,1.645000,48.411221,114,0.453851,C,242,294.333333,1,8,Forecast,20260818T075922Z-deb02f
23057,BEADED CHANDELIER T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,61.069627,24.269569,product,7,1.645000,39.923441,101,0.397408,C,241,207.666667,1,8,Forecast,20260818T075922Z-deb02f
23058,CHRISTMAS HANGING SNOWFLAKE,2011-11,2011-12,M2_gbm_poisson,162.687912,8.023905,abc_group,2,1.645000,13.199324,176,0.049321,C,313,142.000000,1,3,Forecast,20260818T075922Z-deb02f
23060,HEART BEADED TRELLIS DECORATION,2011-11,2011-12,M2_gbm_poisson,43.971540,12.985649,product,7,1.645000,21.361392,66,0.295319,C,41,39.666667,1,8,Forecast,20260818T075922Z-deb02f
23061,VINTAGE EMBOSSED HEART,2011-11,2011-12,M2_gbm_poisson,83.306534,44.818405,product,7,1.645000,73.726276,158,0.537994,C,86,101.000000,1,8,Forecast,20260818T075922Z-deb02f
23064,CINDERELLA CHANDELIER,2011-11,2011-12,M2_gbm_poisson,42.258080,12.867782,product,7,1.645000,21.167501,64,0.304505,C,100,66.333333,1,8,Forecast,20260818T075922Z-deb02f
23065,LARGE DECO JEWELLERY STAND,2011-11,2011-12,M2_gbm_poisson,9.707965,29.946444,product,7,1.645000,49.261901,59,3.084729,B,0,21.000000,2,8,Forecast,20260818T075922Z-deb02f
23066,SMALL DECO JEWELLERY STAND,2011-11,2011-12,M2_gbm_poisson,9.611397,43.637662,product,7,1.645000,71.783955,82,4.540200,C,0,20.000000,2,8,Forecast,20260818T075922Z-deb02f
23067,HANGING ENGRAVED METAL HEART,2011-11,2011-12,M2_gbm_poisson,49.690838,11.196743,product,7,1.645000,18.418643,69,0.225328,C,44,41.000000,1,8,Forecast,20260818T075922Z-deb02f
23068,ALUMINIUM STAMPED HEART,2011-11,2011-12,M2_gbm_poisson,69.817272,38.532626,product,7,1.645000,63.386169,134,0.551907,C,106,115.666667,1,8,Forecast,20260818T075922Z-deb02f
23069,EDWARDIAN PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,19.044825,3.607018,product,7,1.645000,5.933544,25,0.189396,C,14,13.333333,1,8,Forecast,20260818T075922Z-deb02f
23070,EDWARDIAN HEART PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,33.425409,5.640255,product,6,1.645000,9.278220,43,0.168742,C,20,24.000000,1,7,Forecast,20260818T075922Z-deb02f
23071,MARIE ANTOINETTE TRINKET BOX GOLD,2011-11,2011-12,M2_gbm_poisson,15.936448,35.782403,product,7,1.645000,58.862053,75,2.245319,C,0,93.000000,2,8,Forecast,20260818T075922Z-deb02f
23072,MARIE ANTOINETTE TRINKET BOX SILVER,2011-11,2011-12,M2_gbm_poisson,18.033770,30.071353,product,6,1.645000,49.467376,68,1.667502,C,0,105.000000,2,7,Forecast,20260818T075922Z-deb02f
23073,GEORGIAN TRINKET BOX,2011-11,2011-12,M2_gbm_poisson,40.866022,13.124716,product,7,1.645000,21.590159,63,0.321165,C,26,26.333333,1,8,Forecast,20260818T075922Z-deb02f
23074,EMBOSSED HEART TRINKET BOX,2011-11,2011-12,M2_gbm_poisson,64.236345,8.023905,abc_group,2,1.645000,13.199324,78,0.124912,C,67,76.000000,1,3,Forecast,20260818T075922Z-deb02f
23075,PARLOUR CERAMIC WALL HOOK,2011-11,2011-12,M2_gbm_poisson,51.584560,58.412216,product,7,1.645000,96.088095,148,1.132359,C,72,58.000000,1,8,Forecast,20260818T075922Z-deb02f
23076,ICE CREAM SUNDAE LIP GLOSS,2011-11,2011-12,M2_gbm_poisson,545.996977,314.161976,product,8,1.645000,516.796451,1063,0.575391,B,1212,1054.666667,1,9,Forecast,20260818T075922Z-deb02f
23077,DOUGHNUT LIP GLOSS,2011-11,2011-12,M2_gbm_poisson,880.769677,462.671572,product,8,1.645000,761.094736,1642,0.525304,B,2522,1803.000000,1,9,Forecast,20260818T075922Z-deb02f
23078,ICE CREAM PEN LIP GLOSS,2011-11,2011-12,M2_gbm_poisson,564.425872,246.056670,product,8,1.645000,404.763222,970,0.435942,B,1130,858.666667,1,9,Forecast,20260818T075922Z-deb02f
23079,TOADSTOOL BEDSIDE LIGHT,2011-11,2011-12,M2_gbm_poisson,44.646758,21.068487,product,6,1.645000,34.657662,80,0.471893,C,55,40.000000,1,7,Forecast,20260818T075922Z-deb02f
23080,RED METAL BOX TOP SECRET,2011-11,2011-12,M2_gbm_poisson,140.128855,63.973226,product,6,1.645000,105.235957,246,0.456531,C,308,178.666667,1,7,Forecast,20260818T075922Z-deb02f
23081,GREEN METAL BOX ARMY SUPPLIES,2011-11,2011-12,M2_gbm_poisson,69.104860,19.479511,product,6,1.645000,32.043795,102,0.281883,C,106,102.000000,1,7,Forecast,20260818T075922Z-deb02f
23082,SET 6 PAPER TABLE LANTERN HEARTS,2011-11,2011-12,M2_gbm_poisson,257.624316,93.301352,product,6,1.645000,153.480725,412,0.362161,B,533,386.666667,1,7,Forecast,20260818T075922Z-deb02f
23083,SET 6 PAPER TABLE LANTERN STARS,2011-11,2011-12,M2_gbm_poisson,360.663981,140.071304,product,6,1.645000,230.417295,592,0.388371,C,718,469.666667,1,7,Forecast,20260818T075922Z-deb02f
23084,RABBIT NIGHT LIGHT,2011-11,2011-12,M2_gbm_poisson,2245.956564,2922.275765,product,6,1.645000,4807.143633,7054,1.301127,B,14913,7150.333333,1,7,Forecast,20260818T075922Z-deb02f
23085,ANTIQUE SILVER BAUBLE LAMP,2011-11,2011-12,M2_gbm_poisson,69.183368,45.711523,product,6,1.645000,75.195456,145,0.660730,C,119,104.333333,1,7,Forecast,20260818T075922Z-deb02f
23086,ZINC  STAR T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,100.519887,127.153262,product,6,1.645000,209.167115,310,1.264956,C,261,191.333333,1,7,Forecast,20260818T075922Z-deb02f
23087,ZINC  HEART T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,66.305562,139.264843,product,6,1.645000,229.090667,296,2.100349,C,82,149.000000,1,7,Forecast,20260818T075922Z-deb02f
23088,ZINC HEART FLOWER T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,60.546298,74.123254,product,6,1.645000,121.932753,183,1.224241,C,58,106.000000,1,7,Forecast,20260818T075922Z-deb02f
23089,GLASS BON BON JAR,2011-11,2011-12,M2_gbm_poisson,202.258794,123.111472,product,6,1.645000,202.518371,405,0.608683,C,350,387.333333,1,7,Forecast,20260818T075922Z-deb02f
23090,VINTAGE GLASS T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,243.987800,157.418094,product,6,1.645000,258.952765,503,0.645188,C,555,386.000000,1,7,Forecast,20260818T075922Z-deb02f
23091,ZINC HERB GARDEN CONTAINER,2011-11,2011-12,M2_gbm_poisson,20.765717,16.585253,product,6,1.645000,27.282741,49,0.798684,B,3,40.333333,1,7,Forecast,20260818T075922Z-deb02f
23092,LARGE ANTIQUE WHITE PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,57.460840,59.744258,product,6,1.645000,98.279305,156,1.039739,C,61,97.666667,1,7,Forecast,20260818T075922Z-deb02f
23093,SMALL PARISIENNE HEART PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,64.500610,71.207128,product,6,1.645000,117.135726,182,1.103976,C,55,124.666667,1,7,Forecast,20260818T075922Z-deb02f
23094,LE GRAND TRAY CHIC SET,2011-11,2011-12,M2_gbm_poisson,29.656315,13.336432,product,6,1.645000,21.938430,52,0.449700,C,12,14.666667,1,7,Forecast,20260818T075922Z-deb02f
23096,PETIT TRAY CHIC,2011-11,2011-12,M2_gbm_poisson,140.313747,67.141617,product,6,1.645000,110.447959,251,0.478511,C,270,215.666667,1,7,Forecast,20260818T075922Z-deb02f
23099,FRENCH CARRIAGE LANTERN,2011-11,2011-12,M2_gbm_poisson,24.506065,8.511903,product,6,1.645000,14.002081,39,0.347339,C,14,17.333333,1,7,Forecast,20260818T075922Z-deb02f
23100,SILVER BELLS TABLE DECORATION,2011-11,2011-12,M2_gbm_poisson,282.285677,194.245582,product,6,1.645000,319.533982,602,0.688117,C,645,506.333333,1,7,Forecast,20260818T075922Z-deb02f
23101,SILVER STARS TABLE DECORATION,2011-11,2011-12,M2_gbm_poisson,253.157837,258.185301,product,6,1.645000,424.714821,678,1.019859,C,539,497.000000,1,7,Forecast,20260818T075922Z-deb02f
23102,SILVER HEARTS TABLE DECORATION,2011-11,2011-12,M2_gbm_poisson,109.085972,157.182064,product,6,1.645000,258.564496,368,1.440901,C,149,210.666667,1,7,Forecast,20260818T075922Z-deb02f
23103,JINGLE BELL HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,454.726069,214.700347,product,6,1.645000,353.182071,808,0.472153,C,1095,864.666667,1,7,Forecast,20260818T075922Z-deb02f
23104,IVORY CAFE HANGING LAMP,2011-11,2011-12,M2_gbm_poisson,38.378403,7.738579,product,6,1.645000,12.729962,52,0.201639,C,47,20.333333,1,7,Forecast,20260818T075922Z-deb02f
23106,ZINC HEARTS PLANT POT HOLDER,2011-11,2011-12,M2_gbm_poisson,42.243434,28.112542,product,6,1.645000,46.245132,89,0.665489,C,30,28.000000,1,7,Forecast,20260818T075922Z-deb02f
23107,WHITE HEARTS WIRE PLANT POT HOLDER,2011-11,2011-12,M2_gbm_poisson,32.679865,16.179021,product,6,1.645000,26.614489,60,0.495076,C,13,43.000000,1,7,Forecast,20260818T075922Z-deb02f
23108,SET OF 10 LED DOLLY LIGHTS,2011-11,2011-12,M2_gbm_poisson,192.563733,59.723724,product,6,1.645000,98.245526,291,0.310150,B,288,401.000000,1,7,Forecast,20260818T075922Z-deb02f
23109,PACK OF SIX LED TEA LIGHTS,2011-11,2011-12,M2_gbm_poisson,289.962348,145.630905,product,6,1.645000,239.562839,530,0.502241,C,674,433.000000,1,7,Forecast,20260818T075922Z-deb02f
23110,PARISIENNE KEY CABINET,2011-11,2011-12,M2_gbm_poisson,75.380373,20.330746,product,6,1.645000,33.444076,109,0.269709,C,97,92.000000,1,7,Forecast,20260818T075922Z-deb02f
23111,PARISIENNE SEWING BOX,2011-11,2011-12,M2_gbm_poisson,45.546719,20.278855,product,6,1.645000,33.358716,79,0.445232,B,32,44.333333,1,7,Forecast,20260818T075922Z-deb02f
23112,PARISIENNE CURIO CABINET,2011-11,2011-12,M2_gbm_poisson,54.445479,20.412140,product,6,1.645000,33.577971,89,0.374910,C,46,59.666667,1,7,Forecast,20260818T075922Z-deb02f
23113,PANTRY CHOPPING BOARD,2011-11,2011-12,M2_gbm_poisson,101.821879,8.023905,abc_group,2,1.645000,13.199324,116,0.078803,C,45,381.666667,1,3,Forecast,20260818T075922Z-deb02f
23114,VINTAGE LEAF CHOPPING BOARD,2011-11,2011-12,M2_gbm_poisson,48.451210,8.023905,abc_group,2,1.645000,13.199324,62,0.165608,C,49,46.000000,1,3,Forecast,20260818T075922Z-deb02f
23115,RED APPLES CHOPPING BOARD,2011-11,2011-12,M2_gbm_poisson,54.173682,8.023905,abc_group,2,1.645000,13.199324,68,0.148114,C,61,46.666667,1,3,Forecast,20260818T075922Z-deb02f
23116,VEGETABLE GARDEN CHOPPING BOARD,2011-11,2011-12,M2_gbm_poisson,37.474679,8.023905,abc_group,2,1.645000,13.199324,51,0.214115,C,21,24.666667,1,3,Forecast,20260818T075922Z-deb02f
23117,POPPY FIELDS CHOPPING BOARD,2011-11,2011-12,M2_gbm_poisson,46.209774,8.023905,abc_group,2,1.645000,13.199324,60,0.173641,C,41,29.000000,1,3,Forecast,20260818T075922Z-deb02f
23118,PARISIENNE JEWELLERY DRAWER,2011-11,2011-12,M2_gbm_poisson,70.735555,44.909140,product,6,1.645000,73.875535,145,0.634888,B,73,109.333333,1,7,Forecast,20260818T075922Z-deb02f
23119,PACK OF 6 LARGE FRUIT STRAWS,2011-11,2011-12,M2_gbm_poisson,124.960561,8.023905,abc_group,5,1.645000,13.199324,139,0.064212,C,141,203.000000,1,6,Forecast,20260818T075922Z-deb02f
23120,PACK OF 6 SMALL FRUIT STRAWS,2011-11,2011-12,M2_gbm_poisson,122.072040,8.023905,abc_group,5,1.645000,13.199324,136,0.065731,C,155,178.666667,1,6,Forecast,20260818T075922Z-deb02f
